name,amount
38.1889,4
38.1376,1
38.0961,3
38.2547,2
EMPTY,9
38.3509,2
38.2386,1
38.2651,4
38.1919,121
38.1061,1
38.1938,3
38.0856,11
38.2414,2
38.1416,24
38.1472,4
38.2307,3
38.1906,1
38.3091,4
38.2163,1
38.2229,3
37.9286,5
38.2481,3
38.2663,7
38.1609,2
