name,amount
40203,3
40206,2
40205,3
40059,2
40229,11
40228,1
EMPTY,9
40291,4
40204,1
40299,1
40214,2
40218,3
40219,24
40272,3
40215,121
40216,4
40217,1
40210,3
40211,2
40212,7
47130,4
40013,5
40118,1
40222,4
