name,amount
40224,11
40165,54
40218,9
40206,3
40272,3
40215,9
40591,2
40055,6
40229,8
40299,1
40065,8
40245,1
40014,1
40118,6
40258,1
40207,1
47136,2
40047,1
40216,17
EMPTY,77
